X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-65.3833,-10.3833,train,4.604075185613057E-5,8.305778871738521,0.1348278958219039
-65.1333,-16.8,train,1.0232200379371578E-4,18.409001730904084,0.27520498567962515
-63.85,-17.4,train,9.627805267698262E-5,17.33376828648114,0.2612933661298409
-60.0833,-3.1333,train,2.2320877196557344E-4,35.54835393571826,0.5044715685272343
-64.8333,-0.5167,train,4.4816593989758813E-4,66.08128194844804,0.7557983324692196
-52.6667,-3.8333,train,3.765025842770604E-4,57.04042698522587,0.6940504380973048
-49.5,-1.0,train,6.92427204171228E-4,78.51798724787359,0.8867451433167856
-52.2,-1.7,train,6.420802000669369E-4,76.17729066815807,0.8673102999869972
-54.9833,-2.75,train,2.112599845979127E-4,33.90328630246022,0.4854919988173845
-55.1333,-2.8333,train,3.400000871000255E-4,53.156985919359336,0.6568240338691484
-55.0,-2.4333,train,3.3216214057611655E-4,52.19464532873783,0.6482577870330606
-55.2833,-3.45,train,3.0716191986729976E-4,48.45671545281597,0.6194795899632445
-49.5,-2.25,train,9.671296992636708E-4,86.0878514161175,0.9522714245925276
-76.6667,5.7,train,0.013422927687960587,100.0,1.0
-76.95,5.05,train,0.004554356181123691,92.92228236383771,0.9999993999696054
-75.6833,8.2833,train,1.954890431846444E-4,31.77632451311426,0.4593238231720186
-74.3,4.5833,train,0.007828826680647456,97.84507589562939,0.9999999999798241
-67.9333,3.8667,train,4.113460517492284E-4,61.80923923420026,0.725811490469189
-73.6167,4.15,train,0.0012859418097086498,88.08164610588769,0.9824918284378916
-78.15,1.6833,train,8.849144497100162E-4,84.80430048989115,0.9381848532789118
-74.7667,-0.2,train,5.208698677602664E-4,71.50783377774658,0.8057209990974683
-75.4,9.3,train,8.58374226921815E-5,15.657568546887562,0.23662976758086518
-84.5,10.3333,train,4.2732919400956324E-4,63.74050045745843,0.7392560404255795
-83.6333,9.8833,train,6.567747575400939E-4,77.00839593199474,0.87330409221859
-79.65,-3.7167,train,4.741211646233261E-4,68.51243642623378,0.7749440473149005
-79.75,-1.5333,train,0.0010366700986437786,86.62199784122278,0.961648929747496
-79.6,-0.4667,train,0.0013860630665181771,88.51842453238017,0.9872220115954355
-77.1333,-0.7,train,0.0011562262022595088,87.46847409820889,0.9736701294029805
-79.15,-0.25,train,7.494330646220578E-4,80.60316335244109,0.9053371409217071
-83.7667,12.15,train,0.0017846616333607932,89.29840286977893,0.9963530784797697
-82.7833,9.6,train,7.022222986038608E-4,78.7975344760723,0.8901815027402049
-82.25,9.1833,train,1.8060601925982966E-4,29.84748181835781,0.4334094486050747
-79.6,9.2833,train,4.7340811362283346E-5,8.588389576546602,0.138358789408779
-74.0833,-2.3667,train,7.356665786047026E-4,80.11700354782334,0.9011477909764845
-72.1333,-3.4333,train,2.8249403300218025E-4,44.51036709772798,0.5887769873435085
-73.05,-3.4667,train,3.4697091143488725E-4,54.07667800315311,0.6642671500917995
-75.1,-6.7333,train,2.761893412590034E-4,43.85912174631031,0.58054013087055
-74.5333,-8.3833,train,1.9905591011810364E-4,32.20974718674074,0.46535631350096207
-65.55,3.1667,train,6.613452969189677E-4,77.13873978522119,0.8751125918547448
-66.2167,5.3,train,4.0751734703257586E-5,7.315321465718784,0.1203134039761583
-77.7333,8.1333,test,1.9201491667452392E-4,31.41963478959565,0.45338275298884256
-77.7667,7.1167,test,3.0892160602707084E-4,48.74527159703068,0.6215800690501994
-79.8167,9.1667,test,6.976406642515791E-5,12.865678933396193,0.19704083618358414
-79.5833,8.95,test,8.591671066724197E-5,15.66984469876503,0.23682013604221253
-71.3167,12.35,test,1.050754178676786E-6,0.03277079877827172,0.003299819632316403
-79.8,8.8667,test,3.9941386776090426E-5,7.184783246081549,0.11806817960992133
-63.6667,-17.45,test,5.848022879717442E-5,10.690444202723691,0.16802819479303233
-77.0833,3.6833,test,0.0013682322317105445,88.48252278823216,0.9864848252345401
-64.4167,-16.0,test,7.664429727159401E-5,14.102531948659083,0.2142322629715966
-55.5,-3.6667,test,1.92268894931137E-4,31.44655219251018,0.4538192818945539
-40.0667,-19.3333,test,4.4976006442930185E-5,8.124690099698146,0.13192532792565592
-75.35,9.5,test,2.1582531261815018E-5,2.9534799658595703,0.06563721661282629
-84.5333,13.95,test,1.4497253315060975E-4,24.48007487572477,0.3662044608988124
-79.35,9.2333,test,9.748355944211087E-6,0.7786598873247388,0.030199257150685388
-82.4,9.3,test,8.811539833655046E-4,84.74425656044892,0.9374492995709286
-74.7333,9.1167,test,2.3233474545650761E-4,36.800848193232,0.5184943990636257
-82.5167,9.45,test,3.7996771455058395E-4,57.4690127773882,0.6973671768061399
-75.0667,9.9667,test,1.2732155989868022E-4,21.884365707382347,0.33001876236224537
-72.5167,7.9,test,8.947823333726589E-4,85.0534716096936,0.9400741604885581
-76.6833,5.1,test,0.0029120805311093137,91.32331573318886,0.9998948692978702
-75.5833,6.25,test,1.16095559688828E-4,20.52883316565173,0.3059371850083873
-49.5,-2.5833,test,9.746634424163358E-4,86.22328257686371,0.95338921410656
-75.05,7.35,test,3.491997017898551E-4,54.26569735738041,0.6666127187586884
-76.05,-5.8333,test,2.9012734980778934E-4,45.542880394597304,0.5985334795650149
-75.3333,0.4667,test,4.12385936977636E-4,61.926280087823,0.7267069194703865
-65.4,-10.3833,test,4.513343797740916E-5,8.14852510610514,0.13235510959887753
-79.9333,9.25,test,9.20630861559908E-5,16.681574934300595,0.25143386346839247
-56.7333,-2.6,test,2.3446446972839486E-4,37.2073625638005,0.5217093726529747
-77.1667,7.6667,test,6.031750210655916E-4,75.02408930948091,0.850036140515611
-74.2167,-4.8333,test,2.829763739911374E-4,44.548743235937465,0.5894004475834042
-77.1167,8.0167,test,1.21817008521816E-4,20.998272638575674,0.3183168575079769
-63.1667,-17.8,test,1.455290398652482E-5,1.5135780922080604,0.0447459405237679
-62.0833,-3.8333,test,2.4946563746893656E-4,39.69533038346137,0.54375472752656
-77.4333,7.9833,test,1.395761352997713E-4,23.7084882426668,0.3553539285943592
-72.1,-3.3167,test,3.342951598552384E-4,52.45669164454998,0.6506099624680528
-76.2667,7.0167,test,6.931986609772517E-5,12.77058207599127,0.1959180879108432
-77.6,8.0,test,1.4195108075514462E-4,24.053494432636732,0.3601519299041931
-69.95,-4.15,test,2.5510679440578676E-4,40.676204027620635,0.5517793683058735
-76.2833,7.85,test,2.72576212766858E-4,43.18618909455673,0.575745548695695
-79.6,8.9,test,6.376049427268509E-5,11.660190172108546,0.18173288471582616
