X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-65.4,-10.3833,train,3.982583505918088E-5,6.074526748345384,0.09425014392556663
-63.1667,-17.8,train,1.3291459002637741E-5,1.674119508141771,0.03249780795737167
-64.8333,-0.5167,train,5.102771536730191E-4,65.7433369914599,0.7187068361762255
-60.0167,-3.1333,train,1.946739418514338E-4,28.50410062748773,0.38361684197210577
-52.2,-1.7,train,3.825956824892033E-4,54.75616228194417,0.6136414887944701
-54.9833,-2.75,train,1.4980461356479198E-4,21.822898685017968,0.31089260958120546
-55.1333,-2.8333,train,4.1202478083805387E-4,57.410624994966504,0.6408945747991305
-55.1,-3.0833,train,3.2168931757863467E-4,47.5944840025396,0.5504908844790948
-49.6833,-2.6833,train,3.4254610303191774E-4,50.306412048416625,0.5732006583971296
-75.5833,6.25,train,2.684216384350116E-4,39.140166502110745,0.4868543974943964
-76.7167,8.1,train,0.002033914531176887,81.83690313455547,0.9936261376998338
-74.0,10.3,train,7.2339111831056E-4,71.06636696305564,0.8343833261056018
-76.6667,5.7,train,0.0035024210914063846,89.19364127515561,0.9998343621710316
-77.1667,7.6667,train,0.011804723108470359,100.0,0.9999999999998194
-77.1167,8.0167,train,0.001596948444378306,78.59089543068184,0.9811155349950021
-78.15,1.6833,train,3.202923900310299E-4,47.35512429359967,0.5489273686862609
-72.5833,8.5,train,9.922891101334975E-4,74.53857493136036,0.9151150984019051
-74.7667,-0.2,train,4.780538525987407E-4,63.49604016484038,0.695249786335649
-75.3333,0.4667,train,4.2413768704503105E-4,58.32047671535601,0.6515454306083683
-73.9167,7.1667,train,0.007428869502940201,97.042493285455,0.9999999904372157
-75.4,9.3,train,1.302199108240687E-4,18.701683502798716,0.27651677631919214
-77.0833,3.6833,train,0.00338465063030321,88.50069171928348,0.9997780311839325
-79.65,-3.7167,train,1.4426323570620135E-4,21.01228744752971,0.3013353203689767
-83.7667,12.15,train,0.0021826364801841775,83.10190270730159,0.9955958884181758
-82.4,9.3,train,9.558318313844336E-4,74.17073415634582,0.9070636008651152
-82.7833,9.6,train,3.8495947477911943E-4,55.01492798634601,0.6159048832799963
-79.8167,9.1667,train,0.005016891382469469,95.0904730610469,0.9999961602863479
-79.9333,9.25,train,0.005170752703074279,95.60754475404688,0.9999973805714483
-77.3,8.1667,train,5.199205456527032E-4,66.52401506494263,0.7253692267328544
-78.3667,7.9667,train,0.002889654432442727,86.61804833893619,0.9992403087980769
-79.5833,8.95,train,0.004466716962552797,93.12304647002466,0.9999849266946877
-79.8,8.8667,train,0.0023630956065763082,84.34944716469691,0.9971877503150375
-77.1167,-4.65,train,4.4465067088854474E-4,60.2631392560463,0.668866947092692
-72.1333,-3.4333,train,3.585240374934365E-4,52.11631690827303,0.5898188806408164
-74.2167,-4.7,train,2.1494013517516837E-4,31.33309470348464,0.4138975435799789
-76.05,-5.8333,train,3.264646797731879E-4,48.43318403733319,0.5557949095199963
-74.5333,-8.3833,train,2.7343252709583046E-4,40.015600967505335,0.49320608675634736
-65.9167,3.0833,train,4.594977162975753E-4,61.75568220316821,0.6808644054954973
-66.2167,5.3,train,1.2570360758108046E-4,18.17975770373695,0.268349313201952
-68.3833,10.5333,train,0.0010831435746512068,75.26597537291231,0.9322742763362969
-79.6,9.2833,test,0.0017477590789609994,79.7002596551228,0.9870190762060196
-69.95,-4.15,test,2.1239965130496897E-4,31.042174797847178,0.41018477735199554
-85.9333,13.1833,test,1.8552854474795334E-5,2.9471105490550595,0.04506828793471107
-64.4167,-16.0,test,2.0854876912231242E-5,3.3262254064135623,0.05051677135795363
-83.5667,9.9167,test,1.0978664587826937E-4,16.27067607628462,0.238822329111813
-46.7333,-23.45,test,3.374383075587965E-6,0.14810108596001517,0.008352375816670476
-55.55,-1.9167,test,2.3986849310889732E-4,35.2511665632307,0.44911170655958865
-75.1,-6.7333,test,2.6112231486774166E-4,38.271639389769874,0.4774592272972892
-79.6,-0.4667,test,3.757604803907552E-5,5.773520360089029,0.08917088627114433
-65.1333,-16.8,test,1.0075773226741532E-5,0.9027443836585632,0.02473358395823455
-75.0667,9.9667,test,1.4198136592421745E-4,20.602260711683243,0.2973613233073188
-79.15,-0.25,test,2.9172323064486903E-5,4.575328230096896,0.06994491913534151
-74.3,4.5833,test,5.666913792289952E-5,8.030983610071374,0.13138757114003063
-74.2167,-4.8333,test,2.077779858129836E-4,30.447512119233963,0.40337007196918484
-77.4333,7.9833,test,0.0022088777238346105,83.32023369996091,0.9958739825138998
-55.2833,-3.45,test,2.9203629165687977E-4,42.716264444912596,0.516107658020924
-77.75,8.1,test,0.004459242742343348,93.10851484775321,0.9999846440437057
-83.7,10.9333,test,0.0012550289914943964,76.80160045846766,0.9558221597604342
-75.35,9.5,test,2.187955539494792E-4,31.897118436272137,0.41948741082565777
-65.55,3.1667,test,3.4087292151158946E-4,50.07000071719467,0.5714219453548203
-81.8,8.9333,test,0.0022712157369204917,83.83691921192272,0.9964662356087532
-77.7333,8.1333,test,0.005561653997331349,95.76214346991097,0.9999990086404656
-77.6,8.0,test,0.0025620708726805173,85.28180096759823,0.9982850108008576
-67.6833,10.3667,test,2.4287999618677814E-5,3.8473100378017904,0.05858467323093075
-65.3833,-10.3833,test,3.911403606634778E-5,5.995639219347694,0.0926462133260294
-71.3167,12.35,test,1.9257222899846623E-5,3.0675990322812403,0.04673871590187273
-75.05,7.35,test,5.775550891571227E-4,68.63522247687118,0.762024038544914
-62.0833,-3.8333,test,2.9122362060246966E-4,42.539702805071244,0.5151292096082297
-55.5,-3.6667,test,1.2872097431754402E-4,18.56817291609904,0.27381619859259854
-84.5,10.3333,test,3.673079652757725E-4,52.975237592665295,0.5986775325074821
-67.9333,3.8667,test,2.721805062036718E-4,39.66263516661522,0.49162645957677953
-55.0,-2.4333,test,4.2219313921209597E-4,58.16680999174052,0.6498571273339566
-73.4333,10.15,test,0.0011019883283260703,75.61169602569255,0.9353734656815315
-76.95,5.05,test,7.845509901868602E-4,71.76383461025267,0.8577401389948275
-72.6,9.15,test,9.740496014711558E-4,74.34888968554611,0.9111781368396108
-60.0833,-3.1333,test,2.0451420217204022E-4,29.875854751019943,0.3985101993588738
-84.4333,12.15,test,8.22025031342883E-5,12.243623749624003,0.18480231071234332
-79.9833,9.25,test,0.002497020603694996,85.01755074435863,0.9979840362173849
-83.4667,8.95,test,0.0012967459844247277,76.9142749290059,0.9601735807180286
-77.7667,7.1167,test,0.0076938677266268195,97.47013894730239,0.9999999950509649
