X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-64.7,-17.85,train,0.0024770809075801,34.530986479436244,0.6690809964076064
-67.8333,-16.3333,train,0.0038403661589037907,59.75652149826252,0.8199488330423337
-67.8833,-16.3,train,0.0031302170243078012,45.623217024619656,0.7527786819087704
-70.9167,-13.5,train,0.0033419298090097537,50.49350337811332,0.7750752865989358
-72.5667,-13.1167,train,0.002628541261121148,36.83433601913923,0.69071757713019
-72.35,-12.8833,train,0.004452431282296169,68.44755294280888,0.8629991200885684
-75.8667,-10.4667,train,0.0032894668809510044,48.49959847582537,0.7697449569267345
-76.2333,-9.9167,train,0.004667699645240651,71.62566246479925,0.8755527718702744
-79.05,-6.9,train,0.0014956900449642886,21.495809125196757,0.4871357541630936
-77.55,-6.18333,train,0.004997867535750626,75.01722573236391,0.892608634285295
-77.3333,-6.11667,train,0.004184347135030273,64.54972476738851,0.8455805948191514
-78.1667,-5.5,train,0.006692649141259782,85.499192850349,0.9496070060700138
-79.6667,-3.66667,train,7.663891083323684E-4,14.778828493349952,0.2897590300124807
-78.9833,-2.28333,train,1.0848408238564502E-4,6.037916251574474,0.04727809777630865
-78.4167,-1.4,train,0.005690678896059772,79.29901657294415,0.9211791726992409
-78.4833,-1.36667,train,0.008662378758979026,89.38373490951541,0.9790848197514054
-78.4,-0.21667,train,0.011020947269597141,94.32733957738071,0.9927027109645049
-76.6,1.916667,train,0.0038809943981199004,60.53223371056278,0.8231852142323375
-76.4833,1.95,train,0.0035162054761189677,54.63651424438065,0.7919119825596861
-76.5667,1.95,train,0.003899517554090857,60.922041438438455,0.8246413690055023
-76.95,2.533333,train,0.008187436907384786,88.5174933780697,0.9741448223304823
-77.2,2.666667,train,1.1131683218198458E-4,6.127730011336639,0.04848221350760551
-76.95,2.666667,train,0.003965570374591322,62.10434823782201,0.8297370150322583
-75.3667,4.433333,train,0.002875353082505427,40.47711315823899,0.722986339405395
-74.0833,4.6,train,0.0028313490299394077,39.047984249413965,0.7174904846570807
-75.5667,4.633333,train,0.004250559180888234,65.81557941102608,0.8500784374950847
-74.6333,4.85,train,0.002293239261426975,32.14965037710777,0.6407750047918876
-75.55,6.166667,train,0.004199267993629124,64.96970156223462,0.846605818085151
-75.45,7.083333,train,0.0017221214058722846,26.271550344499754,0.5364464469106325
-71.15,8.6,train,0.00215706945887215,31.019155591017324,0.618259401665942
-71.4,8.6,train,0.004207735913298424,65.39032860438942,0.8471846246022481
-70.85,8.8,train,0.002429801635118426,33.791886949952826,0.662021845429706
-63.8667,10.11667,train,0.0030636672575327464,43.76311447609751,0.7453233237668606
-66.8667,10.55,train,0.0018134887345436282,28.12448769420828,0.5549745881458377
-73.65,10.71667,train,0.010218040271083957,93.22513214480456,0.9895567364490768
-73.5,10.91667,train,0.011411662990730523,96.60174565390088,0.9938707668949536
-79.0167,-3.41667,train,0.005715145073090522,79.8704278424738,0.9220354330942366
-79.1333,-2.85,train,0.00417309235274014,64.1314839505635,0.8448027392362739
-78.95,-2.48333,train,0.005315492106381912,77.07412128042543,0.9068065236105394
-78.9667,-2.4,train,0.005418054904404272,77.61594747073366,0.9109775109911225
-78.5,-1.3,train,0.017337324053529165,100.0,0.9995650025483921
-78.1333,-0.36667,train,0.016639344909616265,98.26637914407883,0.9994059581188912
-78.55,-0.16667,train,0.008796873315582448,90.26343058290986,0.9803037013398561
-78.2667,0.13333,train,0.0031341864960221662,46.24955376217892,0.7532164078872372
-77.8833,-0.45,test,0.003388441920030724,51.08920820077363,0.7796977171465767
-71.0833,8.75,test,0.007254743225844107,86.92981630288865,0.9607909424964153
-71.35,8.633333,test,0.005150211228087728,76.63132097600989,0.8996698118217197
-78.4167,0.116667,test,0.003717099890350393,58.44377634054717,0.8097626043883058
-78.6,-0.1,test,0.0036887219805646874,58.05648953970612,0.8073371186020276
-71.25,8.833333,test,0.0027733727194682377,37.8388854831385,0.7100827620614008
-72.4333,7.45,test,0.00121793979867926,18.70891003259929,0.4194293315114709
-67.8,-16.2667,test,0.0024091867873174797,33.70464545464683,0.6588969373689546
-70.7667,8.983333,test,0.005365448080767919,77.33800097914582,0.9088619761313913
-78.8667,0.2,test,5.440872715442786E-5,4.459780718941277,0.023997890939164823
-78.8333,0.116667,test,4.986098408773879E-4,11.637682190940126,0.19956673927120872
