X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-65.3833,-10.3833,train,2.2066465591199995E-5,3.3902540474029816,0.04704385555077073
-63.6667,-17.45,train,5.308252379401118E-5,9.00963261205227,0.10944993422142657
-63.85,-17.4,train,8.793453352798506E-5,13.951587462551615,0.1747113364426497
-64.4167,-16.0,train,6.2849326196828E-5,10.25411665941105,0.12824221004760683
-63.1667,-17.8,train,2.6373563992738853E-5,4.270163600311588,0.05596475437273929
-56.7333,-2.6,train,0.008750474976285985,97.43855053702607,0.9999999949725566
-60.0833,-3.1333,train,3.581857215934325E-4,51.80803382383754,0.5425866396999901
-60.0167,-3.1333,train,3.405813037693282E-4,50.7579531619184,0.5246600933693177
-49.5,-1.0,train,6.410571015391806E-4,61.0261874435791,0.7533715061301774
-54.9833,-2.75,train,1.6651834323543792E-4,29.605095683477458,0.3048481746666786
-55.0,-2.4333,train,6.054335912571091E-4,60.11969533185131,0.7334201150755595
-54.7,-2.4333,train,7.061974355690444E-4,62.819694650697386,0.7860726193095249
-55.1,-3.0833,train,3.7568823637817376E-4,52.55467186248308,0.5597391620714125
-55.2833,-3.45,train,3.8419291747471843E-4,52.993923551961984,0.5678400609782215
-49.6833,-2.6833,train,9.536296502792249E-4,66.7672436403584,0.8753735920238157
-69.95,-4.15,train,3.533965056593202E-4,51.57127999546576,0.5377778269611543
-76.2667,7.0167,train,3.312771875566891E-4,50.01763759578878,0.5149036757129675
-76.7167,8.1,train,8.791904457496557E-4,65.56497045215369,0.8533757892809568
-75.05,7.35,train,0.0012579387709223749,69.42792553114117,0.935877025638364
-75.0667,9.9667,train,2.3279140417316205E-4,41.208852238977485,0.39850980698499905
-74.0,10.3,train,3.848592968250463E-4,53.034951561210974,0.5684684690374132
-76.6667,5.7,train,0.0030481296627075222,82.50273369862094,0.9987139510137241
-76.95,5.05,train,0.002778220072180438,81.32809248811947,0.9976813746170027
-77.1667,7.6667,train,0.014415566705062917,99.99998507848701,0.9999999999999787
-77.1167,8.0167,train,0.0018380973403052713,74.51186519032605,0.981936121387578
-74.7333,9.1167,train,5.569737516224325E-4,59.05041468724009,0.7036635733453313
-76.2833,7.85,train,8.062142428507087E-4,64.52039420371096,0.8280453851156412
-74.3,4.5833,train,0.0038804197409966572,84.33193682662527,0.9997910983299734
-67.9333,3.8667,train,9.3550907023846E-5,14.897799094961135,0.1847712222531368
-73.6167,4.15,train,6.69490580090078E-4,61.94867603382667,0.7682189601813885
-73.9167,7.1667,train,0.00417410384423518,84.74936311013049,0.9998899926005521
-77.0833,3.6833,train,0.005275922811293457,89.44096022883843,0.9999900803975159
-84.5,10.3333,train,0.0013677125294614327,70.17393270694541,0.9495445643446889
-83.6333,9.8833,train,0.0016473504753637222,72.0182846206695,0.972602631914497
-83.4667,8.95,train,0.005076705533471866,88.91280271159319,0.9999846741292545
-79.4667,0.3333,train,2.709268543005593E-4,45.25605608389786,0.4465706503295509
-79.75,-1.5333,train,1.3413245724532032E-4,23.300692523546214,0.2539063561874064
-77.95,-1.4833,train,2.086415923721913E-4,37.64420424975097,0.3659384604934913
-79.15,-0.25,train,2.4590167385915915E-4,42.814557772920786,0.41548559712955624
-83.7667,12.15,train,0.00210318843784938,76.8329983163678,0.9898747063700621
-82.4,9.3,train,0.0018775838532298513,74.82236499215293,0.9834284420275768
-82.5167,9.45,train,0.002416123063685144,78.21433831559662,0.9948875264761244
-81.8,8.9333,train,0.007696478729234322,95.7111839212906,0.999999949774835
-82.25,9.1833,train,4.0053733574749097E-4,53.97812395675674,0.5829923566605345
-79.8167,9.1667,train,0.004444197353058655,86.06591900882287,0.9999390077855301
-79.9833,9.25,train,0.0016851613480124913,72.73879917911387,0.9747738891921491
-77.3,8.1667,train,1.9497355395537024E-4,35.581369427988136,0.3467284974099065
-77.6,8.0,train,0.004293940724520596,85.17874556113998,0.9999153215934115
-77.7333,8.1333,train,0.007570256197660851,94.94154017715046,0.9999999338352725
-78.3667,7.9667,train,0.001995663585971529,75.80607166885933,0.9871949718225498
-77.4333,7.9833,train,0.003599687934188376,83.19959634306534,0.9996143632552354
-79.5833,8.95,train,0.0036098608725319945,83.56058715210254,0.9996228355600708
-79.6,8.9,train,0.001705054861067549,73.028439041681,0.9758462833085912
-74.2167,-4.7,train,1.296408203841813E-4,22.240148797995996,0.2465523966951625
-75.1,-6.7333,train,1.1008811525067301E-4,18.258065133229266,0.21368569578609575
-76.05,-5.8333,train,1.4396855698067286E-4,25.31696840630261,0.2697608418737987
-68.3833,10.5333,train,4.2058367897250336E-4,54.72291661532721,0.6008531141871516
-55.55,-1.9167,test,2.389229311481575E-4,42.010024535472795,0.40650970829808963
-62.0833,-3.8333,test,3.299204359998088E-4,49.91554973669407,0.5134643354403647
-65.4,-10.3833,test,2.1764805780559152E-5,3.3275680614131984,0.04641590553484587
-79.6,-0.4667,test,2.3003393109232413E-4,40.757581491581,0.3948770220120611
-77.1333,-0.7,test,2.831344872142865E-4,46.20429374047054,0.4611289117338334
-75.35,9.5,test,1.0644753726457055E-4,17.425304344503047,0.20740965704249725
-55.1333,-2.8333,test,5.491963411998665E-4,58.748305675965035,0.6985877692723208
-82.7833,9.6,test,7.529269362118042E-4,63.69649404322174,0.8068255409084938
-73.05,-3.4667,test,1.3778212633299387E-4,24.0325227958982,0.2598289101289635
-73.25,-3.7667,test,1.2690677801485453E-4,21.505792279848016,0.2420406258354988
-79.65,-3.7167,test,2.503197463945555E-4,43.249631073461785,0.4210977103685827
-65.9167,3.0833,test,1.1733542967645425E-4,19.563865087570285,0.22603188464536983
-78.15,1.6833,test,3.838246257362399E-4,52.97124469513265,0.5674923625006654
-83.7,10.9333,test,9.74600633149551E-4,67.15406174355606,0.8809520528151652
-66.2167,5.3,test,3.4384904543262715E-5,5.974875169235514,0.07233637816645155
-72.5167,7.9,test,0.0015149029094200788,71.42189023599899,0.9634137741643228
-84.4333,12.15,test,2.0194864035369157E-4,36.54889043052208,0.3566033743691791
-75.3333,0.4667,test,1.474884621818261E-4,25.944853799017153,0.27535223118648755
-83.5667,9.9167,test,0.0012576691007960944,69.42529408850915,0.9358392539816425
-79.8,8.8667,test,8.336068914634197E-4,65.02051255228811,0.8380296279959984
-79.6,9.2833,test,0.0013272996634514365,69.95998619228942,0.9448895258074375
-52.6667,-3.8333,test,2.3329421899700683E-4,41.29762835086629,0.39916987680555827
-84.0167,10.6333,test,0.001320888031235454,69.91364207737927,0.9441124949931039
-79.35,9.2333,test,3.128437021065872E-4,48.59973293251174,0.4949787244857137
-76.6833,5.1,test,0.0024303695286075023,78.32654818115692,0.9950441265361487
-72.1333,-3.4333,test,1.6245990791344608E-4,28.882781065591743,0.29866009614170974
-49.5,-2.5833,test,5.175005870549887E-4,58.06058546904514,0.6769869665816881
-55.5,-3.6667,test,1.6237404214633033E-4,28.86885803262992,0.29852857941911715
-49.5,-2.25,test,2.8272241752215E-4,46.1738530332393,0.46064379905568575
-72.6,9.15,test,7.614765884154266E-4,63.85130131017861,0.8103986149685147
-71.3167,12.35,test,8.984399264980544E-7,0.02275078720246867,0.0019599940168766317
-76.9333,4.0,test,0.0022773688319213175,77.48656206621337,0.9930781710085992
-52.2,-1.7,test,3.3952389134990686E-4,50.6618817560101,0.5235612346864769
-67.6833,10.3667,test,9.976835619930529E-6,0.8181022314074462,0.021550741480725
-74.0833,-2.3667,test,1.5261735626555112E-4,26.972282774653216,0.28342295680389296
-74.2167,-4.8333,test,1.2511806621035194E-4,21.1420013103284,0.2390742483810736
-73.4333,10.15,test,3.8826080391383646E-4,53.16833268631192,0.5716619448654849
-66.8333,10.3667,test,1.6480234723916632E-5,2.026987569463506,0.03534791800633008
