X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-64.7,-17.85,train,0.0013791504930498405,28.536898374299785,0.5784577743985686
-67.8,-16.2667,train,0.0025421555801614566,44.33255281454369,0.7965402916988911
-70.9167,-13.5,train,0.0016385146300054634,32.36847305128434,0.6416656840226251
-72.5,-13.1667,train,9.86359021018278E-4,22.293432668340117,0.4608757046375762
-76.2333,-9.9167,train,0.00502950543102052,85.22392641232254,0.957158449043367
-77.95,-5.88333,train,0.005342916388320001,85.75823660892004,0.9647944939662391
-78.1667,-5.5,train,0.004174005217106282,75.99024692343492,0.9267884096471191
-79.6667,-3.66667,train,0.0012910409725569792,27.002334108354166,0.5545399216255273
-78.9833,-2.28333,train,8.207319296322797E-4,20.256538567535596,0.4019423183111924
-78.4833,-1.36667,train,0.007274882183636116,94.44445403322477,0.9895027897648795
-77.8833,-0.45,train,0.0067929657007005,92.31614095416313,0.9858040109691217
-78.4,-0.21667,train,0.012795611775462852,100.0,0.9996693904233667
-78.4167,0.116667,train,0.007635951917482463,96.7106765711699,0.9916275015038238
-78.8667,0.2,train,6.980141445735488E-4,19.00798872406595,0.3541599422071485
-76.6,1.916667,train,0.004744675684896213,82.29713215869273,0.948791144715336
-76.3,2.483333,train,0.0037334409855501196,67.11557893603451,0.9035232001232115
-77.2,2.666667,train,2.3713948876455515E-4,13.25434843012344,0.1380285056628373
-76.95,2.666667,train,0.002214453203212516,40.17241133378523,0.7501838056787766
-74.5333,4.75,train,0.0014701412374991342,29.54240731015339,0.6018106652340891
-75.45,7.083333,train,0.0017963316314832405,33.38955213208726,0.6753923539941922
-71.15,8.6,train,0.0038658450628141403,70.17315656265875,0.9112014033910761
-71.35,8.633333,train,0.00390878381059674,71.34235048673773,0.9135577964328288
-71.0833,8.75,train,0.006144788468666463,89.72795816926067,0.9786948815479025
-71.25,8.833333,train,0.004298844292907129,78.69626522327353,0.9322949756732554
-63.8667,10.11667,train,0.0036989599384978323,64.5148709819148,0.9014168969875445
-63.5333,10.2,train,0.0011855926072102663,24.988401776752536,0.5241248388548783
-67.1667,10.43333,train,0.003641887432297749,63.40915759404852,0.8978290465169566
-78.9667,-2.4,train,0.0032059494343414617,55.49813064449854,0.8657506910728326
-78.55,-0.16667,train,0.00917165552700826,97.62783830761417,0.9968002922640863
-78.2667,0.13333,train,0.003970105215222468,73.70932085158735,0.9168149898082891
-75.3833,4.96667,train,0.0027003051857508948,47.1093624865784,0.8157284509296981
-75.3667,4.433333,test,0.003766305893295825,67.3432717951564,0.9054888777387927
-75.5333,-11.2667,test,0.003552502286139166,61.73560675744727,0.8919456763551056
-75.7,-11.4167,test,0.0012070921342818698,25.143934653469056,0.5304901605557264
-73.5,10.91667,test,0.003422137395319874,59.70713527667496,0.8827523265889897
-67.8833,-16.3,test,0.0014329901808670447,29.11329079989803,0.5924362790300888
-76.15,-9.7,test,0.0045940265675806025,81.52926355234221,0.9437237820794886
-77.8333,-6.75,test,0.0012324683259293046,25.276167067610274,0.537893771337342
-79.3833,-5.11667,test,0.001401675410064246,28.674195099044677,0.5843633679552483
-78.95,-2.48333,test,0.0027884109819245793,48.25211988511293,0.8256220391356685
-67.8333,-16.3333,test,0.002312506862694481,41.5910537478673,0.7650649245797325
-75.5667,4.633333,test,0.004384534221248568,79.8061938525896,0.9358330532006562
-78.5333,0.15,test,0.006934609116344657,92.83435924320769,0.9870092098657597
-77.55,-6.18333,test,0.004695738494279816,82.05788090075981,0.9471971884734925
-72.4333,7.45,test,0.001718651051243541,33.05899745070055,0.6592078740359291
-76.0333,-9.7,test,0.0039142647433170015,71.5023416871223,0.913854043697464
-71.0167,8.6,test,0.0018356739444468147,34.432629935463595,0.6832936429035267
-70.85,8.8,test,0.002477389657874453,43.38241445547202,0.7881169790371176
-76.95,2.533333,test,0.003052276845330271,51.8447338298295,0.8521864172396748
-78.1333,-0.36667,test,0.012815564005321887,100.0,0.9996734963886854
-79.4333,-2.8,test,0.0041339489084664385,75.62949103884944,0.924928338519287
-74.6333,4.85,test,0.002500439467229092,44.03407084477422,0.791154026247733
-78.5,-1.3,test,0.012742625671242321,99.963754324574,0.9996582340423529
-79.05,-6.9,test,3.395543827422465E-4,14.890106330910106,0.19158599951447708
-77.3333,-6.11667,test,0.004554847693546353,81.24908550887625,0.9423256899043643
-79.0167,-3.41667,test,0.0021987086754043307,39.888965538780795,0.7477080218781056
-66.8667,10.55,test,0.0031295653581806136,53.376579571124566,0.859171618523753
-73.65,10.71667,test,0.0034029427818062456,58.93434457341678,0.8813341960840657
-74.3667,4.35,test,0.00403891567142627,75.41808662867682,0.9203240713218386
-78.3833,-0.36667,test,0.011197603324893472,98.90633886556175,0.999100484880489
-75.8667,-10.4667,test,0.0018247617579356175,34.30397458623624,0.6811215775694388
